,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
900,newsletter,175057.0511,4503627.256,0.015586646,28685.52392,0.008502466,4503627.256,0.015586646,28685.52392,0.008502466,TRUE,1,0.94780857,NA,NA,0.050995843,NA,NA,0.050995843,0.211003064,0,7269.033286,1.10E-05,65481090.25,1.00E-04,4_211_1,4,211,1,1891,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.278551479
901,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
902,trend,0.329661682,92241628.02,0.319254723,587526.2931,0.176863107,92241628.02,0.319254723,587526.2931,0.176863107,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
903,season,0.342877578,125523.9195,0.000434447,799.5154109,0.000240678,125523.9195,0.000434447,799.5154109,0.000240678,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
904,holiday,1,6959499.542,0.024087314,278379.9817,0.083800757,6959499.542,0.024087314,278379.9817,0.083800757,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
905,competitor_sales_B,0.186743942,162698218.3,0.563109908,1036294.384,0.311955816,162698218.3,0.563109908,1036294.384,0.311955816,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
906,events,0.986454413,1255566.359,0.004345603,1255566.359,0.377963283,1255566.359,0.004345603,1255566.359,0.377963283,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
907,tv_S,351241.584,4360626.266,0.015092432,27774.68959,0.008361018,4360626.266,0.015092432,27774.68959,0.008361018,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,2591412.147,16505.80985,25802.48081,9296.670959,8203.522074,0.206047363,0.205330678,0.497008153,1.682722014,0.594275223,4,FALSE,1.896177442,0.051937321,1.360424775,2.4323584,0.124402969
908,ooh_S,198525.0892,11275527.59,0.039025389,71818.64709,0.021619575,11275527.59,0.039025389,71818.64709,0.021619575,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,8239693.867,52482.12654,86941.84744,34459.7209,84395.48627,0.655151359,0.5309356,1.608080538,1.368440111,0.730759053,4,FALSE,1.562029998,0.050810862,1.038565492,2.087250132,0.738474392
909,print_S,188535.2357,4060783.573,0.014054656,25864.86352,0.007786103,4060783.573,0.014054656,25864.86352,0.007786103,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,601634.9778,3832.069922,4391.750636,559.6807143,11110.07154,0.047836968,0.191211856,2.899235078,6.749580265,0.148157361,4,FALSE,6.710244215,0.048949282,6.207479885,7.217743414,0.013778457
910,facebook_S,12568.15512,282244.8356,0.000976869,1797.737806,0.000541173,282244.8356,0.000976869,1797.737806,0.000541173,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,334078.022,2127.88549,2483.817204,355.9317135,1105.558032,0.026563083,0.013290184,0.519557108,0.844847063,1.183646182,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.02660109
911,search_S,65319.36772,1257908.616,0.00435371,8012.15679,0.0024119,1257908.616,0.00435371,8012.15679,0.0024119,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,809960,5158.980892,6911.919602,1752.93871,4926.920897,0.064401227,0.059231682,0.955018249,1.553050294,0.643894151,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.038430705
912,newsletter,199448.7312,4410470.702,0.015264947,28092.17008,0.008456589,4410470.702,0.015264947,28092.17008,0.008456589,TRUE,1,0.94502935,NA,NA,0.05233601,NA,NA,0.05233601,0.19023491,0,66306.45163,0.000912696,65481090.25,1.00E-04,4_211_5,4,211,5,1895,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.220341471
913,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
914,trend,0.230916425,64612019.42,0.223617599,411541.525,0.122119903,64612019.42,0.223617599,411541.525,0.122119903,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
915,season,0.25854545,94650.80362,0.00032758,602.8713607,0.000178895,94650.80362,0.00032758,602.8713607,0.000178895,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
916,holiday,1,6959499.542,0.024086332,278379.9817,0.082605847,6959499.542,0.024086332,278379.9817,0.082605847,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
917,competitor_sales_B,0.215717487,187941040.9,0.650450561,1197076.694,0.355217836,187941040.9,0.650450561,1197076.694,0.355217836,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
918,events,1.024390116,1303851.199,0.004512536,1303851.199,0.386901862,1303851.199,0.004512536,1303851.199,0.386901862,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
919,tv_S,300986.096,6293325.293,0.021780751,40084.87448,0.011894695,6293325.293,0.021780751,40084.87448,0.011894695,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,2591412.147,16505.80985,23934.3453,7428.535453,19259.69424,0.206047363,0.269582482,1.166843336,2.428531217,0.411771524,3,FALSE,2.42381637,0.05449294,1.67255503,3.176529333,0.14148222
920,ooh_S,201373.3995,11560938.77,0.040011586,73636.55267,0.021850744,11560938.77,0.040011586,73636.55267,0.021850744,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,8239693.867,52482.12654,87092.4381,34610.31156,86225.30846,0.655151359,0.495227311,1.642946164,1.403078677,0.712718407,3,FALSE,1.35569555,0.006979804,1.259301541,1.451940173,0.745676606
921,print_S,159311.4156,4142811.169,0.014337974,26387.33229,0.007830117,4142811.169,0.014337974,26387.33229,0.007830117,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,601634.9778,3832.069922,4286.083373,454.013451,12143.03098,0.047836968,0.177462512,3.1687916,6.885921402,0.145223848,3,FALSE,6.834735951,0.015942701,6.614837435,7.054846964,0.008155372
922,facebook_S,7034.374405,192942.9439,0.000667762,1228.935948,0.000364672,192942.9439,0.000667762,1228.935948,0.000364672,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,334078.022,2127.88549,2668.133677,540.2481862,1097.848532,0.026563083,0.008264953,0.515934028,0.577538572,1.731486082,3,FALSE,0.962085783,0.080641074,0,2.074640298,0.102679655
923,search_S,40154.78746,1154693.44,0.003996312,7354.735288,0.002182428,1154693.44,0.003996312,7354.735288,0.002182428,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,809960,5158.980892,6835.478541,1676.497649,5771.377582,0.064401227,0.049462742,1.118704974,1.425617858,0.701450248,3,FALSE,1.387952131,0.064245949,0.500428584,2.273580409,0.05395179
924,newsletter,200776.9261,4684005.066,0.016211008,29834.42717,0.008853001,4684005.066,0.016211008,29834.42717,0.008853001,TRUE,1,0.948867683,NA,NA,0.050475765,NA,NA,0.050475765,0.216732956,0,14560.22304,0.00012237,65481090.25,1.00E-04,4_211_6,4,211,6,1896,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.256626324
925,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
926,trend,0.305038777,85351968.25,0.295408181,543643.1099,0.162645521,85351968.25,0.295408181,543643.1099,0.162645521,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
927,season,0.323274148,118347.3076,0.000409607,753.804507,0.000225521,118347.3076,0.000409607,753.804507,0.000225521,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
928,holiday,1,6959499.542,0.024087237,278379.9817,0.083284891,6959499.542,0.024087237,278379.9817,0.083284891,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
929,competitor_sales_B,0.194328074,169305794.7,0.585977311,1078380.858,0.322626763,169305794.7,0.585977311,1078380.858,0.322626763,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
930,events,1.002719214,1276268.317,0.00441724,1276268.317,0.381830141,1276268.317,0.00441724,1276268.317,0.381830141,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
931,tv_S,316296.0656,4817482.343,0.01667359,30684.60091,0.009180127,4817482.343,0.01667359,30684.60091,0.009180127,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,2591412.147,16505.80985,25955.93298,9450.123133,9316.511663,0.206047363,0.21921173,0.564438325,1.859018199,0.537918349,3,FALSE,2.42381637,0.05449294,1.67255503,3.176529333,0.135472303
932,ooh_S,198521.9382,11254679.97,0.038953109,71685.85967,0.021446761,11254679.97,0.038953109,71685.85967,0.021446761,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,8239693.867,52482.12654,86701.13873,34219.01219,84302.14097,0.655151359,0.51212598,1.606301927,1.365909966,0.732112676,3,FALSE,1.35569555,0.006979804,1.259301541,1.451940173,0.737139933
933,print_S,147523.6462,4111611.323,0.014230529,26188.60715,0.007835029,4111611.323,0.014230529,26188.60715,0.007835029,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,601634.9778,3832.069922,4281.457421,449.3874984,13504.36714,0.047836968,0.187092213,3.524039857,6.83406297,0.146325839,3,FALSE,6.834735951,0.015942701,6.614837435,7.054846964,0.008936401
934,facebook_S,10089.07494,256746.4531,0.000888615,1635.327727,0.000489252,256746.4531,0.000888615,1635.327727,0.000489252,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,334078.022,2127.88549,2349.393367,221.507877,1350.816032,0.026563083,0.011682831,0.63481613,0.76852243,1.301198197,3,FALSE,0.962085783,0.080641074,0,2.074640298,0.025028665
935,search_S,59972.37758,1535869.318,0.005315734,9782.607119,0.002926731,1535869.318,0.005315734,9782.607119,0.002926731,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,809960,5158.980892,6579.706593,1420.725701,6960.312653,0.064401227,0.069887245,1.349164263,1.896228601,0.527362576,3,FALSE,1.387952131,0.064245949,0.500428584,2.273580409,0.03228545
936,newsletter,177754.2186,3940657.579,0.013638848,25099.7298,0.007509262,3940657.579,0.013638848,25099.7298,0.007509262,TRUE,1,0.94585909,NA,NA,0.051939522,NA,NA,0.051939522,0.200681591,0,45020.75373,0.000587597,65481090.25,1.00E-04,4_212_1,4,212,1,1900,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.223931495
937,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
938,trend,0.228120529,63829708.29,0.220909917,406558.6515,0.120538276,63829708.29,0.220909917,406558.6515,0.120538276,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
939,season,0.258929755,94791.49376,0.000328066,603.7674762,0.000179008,94791.49376,0.000328066,603.7674762,0.000179008,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
940,holiday,1,6959499.542,0.024086315,278379.9817,0.082535307,6959499.542,0.024086315,278379.9817,0.082535307,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
941,competitor_sales_B,0.218799643,190626328.7,0.659743678,1214180.438,0.359985493,190626328.7,0.659743678,1214180.438,0.359985493,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
942,events,1.026666475,1306748.564,0.00452256,1306748.564,0.387430493,1306748.564,0.00452256,1306748.564,0.387430493,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
943,tv_S,309523.1383,5056834.09,0.01750133,32209.13433,0.009549504,5056834.09,0.01750133,32209.13433,0.009549504,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,2591412.147,16505.80985,24159.95174,7654.141892,10419.42645,0.206047363,0.23292017,0.631258117,1.951381642,0.512457419,3,FALSE,2.42381637,0.05449294,1.67255503,3.176529333,0.110079569
944,ooh_S,196577.3861,10905748.32,0.037743991,69463.3651,0.0205948,10905748.32,0.037743991,69463.3651,0.0205948,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,8239693.867,52482.12654,87196.93138,34714.80484,81485.89001,0.655151359,0.502323926,1.552640782,1.323562319,0.755536771,3,FALSE,1.35569555,0.006979804,1.259301541,1.451940173,0.739514515
945,print_S,174262.8856,4107647.591,0.014216266,26163.36045,0.007757027,4107647.591,0.014216266,26163.36045,0.007757027,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,601634.9778,3832.069922,4297.380243,465.3103206,11662.12773,0.047836968,0.189200191,3.043297216,6.827474703,0.146467038,3,FALSE,6.834735951,0.015942701,6.614837435,7.054846964,0.009271866
946,facebook_S,11114.91452,322625.979,0.001116585,2054.942541,0.000609258,322625.979,0.001116585,2054.942541,0.000609258,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,334078.022,2127.88549,2869.911131,742.0256404,2119.037335,0.026563083,0.014860305,0.995841808,0.965720454,1.035496345,3,FALSE,0.962085783,0.080641074,0,2.074640298,0.203716199
947,search_S,40635.44304,1317733.073,0.004560577,8393.204289,0.002488454,1317733.073,0.004560577,8393.204289,0.002488454,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,809960,5158.980892,6663.40088,1504.419988,6761.147855,0.064401227,0.060695409,1.310558809,1.626911296,0.614661661,3,FALSE,1.387952131,0.064245949,0.500428584,2.273580409,0.042561935
948,newsletter,171171.733,4412319.852,0.015270714,28103.9481,0.008332381,4412319.852,0.015270714,28103.9481,0.008332381,TRUE,1,0.947504256,NA,NA,0.051144298,NA,NA,0.051144298,0.210267974,0,8488.606345,2.96E-05,65481090.25,1.00E-04,4_212_3,4,212,3,1902,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.276555285
949,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
950,trend,0.223395414,62507588.22,0.216321698,398137.5046,0.117771111,62507588.22,0.216321698,398137.5046,0.117771111,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
951,season,0.251986723,92249.72171,0.000319251,587.5778453,0.000173809,92249.72171,0.000319251,587.5778453,0.000173809,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
952,holiday,1,6959499.542,0.024084928,278379.9817,0.082346223,6959499.542,0.024084928,278379.9817,0.082346223,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
953,competitor_sales_B,0.221226292,192740514.9,0.667022303,1227646.592,0.363144142,192740514.9,0.667022303,1227646.592,0.363144142,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
954,events,1.032706472,1314436.317,0.004548905,1314436.317,0.388816987,1314436.317,0.004548905,1314436.317,0.388816987,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
955,tv_S,299561.1947,5657397.736,0.019578709,36034.38048,0.010659154,5657397.736,0.019578709,36034.38048,0.010659154,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,2591412.147,16505.80985,23733.23039,7227.42054,13669.28333,0.206047363,0.256659217,0.828149812,2.18313314,0.458057267,3,FALSE,2.42381637,0.05449294,1.67255503,3.176529333,0.116587566
956,ooh_S,197878.174,11303944.86,0.039119867,71999.64876,0.021297864,11303944.86,0.039119867,71999.64876,0.021297864,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,8239693.867,52482.12654,87834.732,35352.60546,84295.42323,0.655151359,0.512826174,1.606173926,1.371888937,0.72892198,3,FALSE,1.35569555,0.006979804,1.259301541,1.451940173,0.745059388
957,print_S,150590.3331,4240954.519,0.014676786,27012.44917,0.007990421,4240954.519,0.014676786,27012.44917,0.007990421,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,601634.9778,3832.069922,4325.003395,492.9334724,14389.68114,0.047836968,0.192399424,3.755067478,7.049049134,0.141863105,3,FALSE,6.834735951,0.015942701,6.614837435,7.054846964,0.011495565
958,facebook_S,158.9015989,5869.430754,2.03E-05,37.38490926,1.11E-05,5869.430754,2.03E-05,37.38490926,1.11E-05,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,334078.022,2127.88549,2705.566997,577.6815063,47.41849522,0.026563083,0.000266279,0.022284327,0.017569042,56.91830026,3,FALSE,0.962085783,0.080641074,0,2.074640298,0.288280395
959,search_S,27413.37037,834282.6102,0.002887224,5313.901976,0.001571879,834282.6102,0.002887224,5313.901976,0.001571879,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,809960,5158.980892,7265.610629,2106.629737,4080.457426,0.064401227,0.037848907,0.790942535,1.030029397,0.970846078,3,FALSE,1.387952131,0.064245949,0.500428584,2.273580409,0.070244002
960,newsletter,184822.2792,3299889.141,0.011420015,21018.40217,0.006217351,3299889.141,0.011420015,21018.40217,0.006217351,TRUE,1,0.948333692,NA,NA,0.050738648,NA,NA,0.050738648,0.212397904,0,7020.665753,7.22E-06,65481090.25,1.00E-04,4_212_5,4,212,5,1904,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.146354924
961,(Intercept),17668.00009,2773876.014,0.009603239,17668.00009,0.005577765,2773876.014,0.009603239,17668.00009,0.005577765,TRUE,1,0.937116704,NA,NA,0.056155248,NA,NA,0.056155248,0.175916517,0,100089.4996,0.001428668,65481090.25,1.00E-04,4_213_5,4,213,5,1913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
962,trend,0.398829924,111595382.5,0.386346425,710798.6148,0.224398226,111595382.5,0.386346425,710798.6148,0.224398226,TRUE,1,0.937116704,NA,NA,0.056155248,NA,NA,0.056155248,0.175916517,0,100089.4996,0.001428668,65481090.25,1.00E-04,4_213_5,4,213,5,1913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
963,season,0.367087403,134386.8849,0.000465251,855.9674198,0.000270228,134386.8849,0.000465251,855.9674198,0.000270228,TRUE,1,0.937116704,NA,NA,0.056155248,NA,NA,0.056155248,0.175916517,0,100089.4996,0.001428668,65481090.25,1.00E-04,4_213_5,4,213,5,1913,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
